hum_prot,hum_prot_name,study_name,bacterial_cluster,bacterial_gene_names,phylum,class,order,family,genus,species
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_vestibularis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sanguinis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_gordonii
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_mitis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_infantis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp_A12
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_oralis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp_F0442
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_mutans
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_milleri
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_equinus
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_cristatus
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sinensis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_pneumoniae
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp_HPH0090
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_viridans
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_massiliensis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus_lacrimalis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp_HMSC034E03
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium_parvulum
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella_uli
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_145
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_callanderi
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_limosum
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,s__Clostridium_innocuum
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp_CAG_274
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus_faecalis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_oris
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_denticola
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_bivia
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_sp_AM42_24
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_sp_CAG_520
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_stercorea_CAG_629
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_stercorea
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas_sputigena
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_lactis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_garvieae
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_petauri
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Catenibacterium,s__Catenibacterium_mitsuokai
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__Roseburia_hominis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII_Incertae_Sedis,g__Mogibacterium,s__Mogibacterium_diversum
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_791
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_lactis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified,s__Ruminococcaceae_bacterium_D5
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium_moorei
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Mitsuokella,s__Mitsuokella_jalaludinii
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Mitsuokella,s__Mitsuokella_multacida
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_pasteurianus
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_downei
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sobrinus
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_equinus
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_lutetiensis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerosporobacter,s__Anaerosporobacter_mobilis
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Schwartzia,s__Schwartzia_succinivorans
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_multisaccharivorax
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Abiotrophia,s__Abiotrophia_sp_HMSC24B09
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Abiotrophia,s__Abiotrophia_defectiva
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella_adiacens
P06239,{'LCK'},ZellerG_2014,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_vaginalis
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_sp_HMSC71H05
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_parainfluenzae
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_pittmaniae
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_coli
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_portucalensis
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_youngae
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_braakii
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_freundii
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_aerogenes
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera_georgiana
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_coli
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_pneumoniae
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kosakonia,s__Kosakonia_cowanii
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,g__Proteus,s__Proteus_mirabilis
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_variicola_CAG_634
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_pneumoniae
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_variicola
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_coli
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_quasipneumoniae
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_aerogenes
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_pneumoniae
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_variicola
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_pneumoniae
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_aerogenes
P06239,{'LCK'},VogtmannE_2016,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_fragi
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_parainfluenzae
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_sp_HMSC71H05
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_haemolyticus
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_coli
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_youngae
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_portucalensis
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_freundii
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_marmotae
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_amalonaticus
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_pneumoniae
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Metakosakonia,s__Kluyvera_intestini
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kosakonia,s__Kosakonia_sp_S29
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter_cloacae_complex
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera_cryocrescens
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_braakii
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_europaeus
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_werkmanii
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_coli
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_pneumoniae
P06239,{'LCK'},FranzosaEA_2019,UniRef50_Q765B0,['fklB VME_16270' 'fklB XSR1_90091' nan],p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter_amalonaticus
